Code ISIN;Catégorie Morningstar;Libellé du fonds;Société de gestion;Risque (SRI);Frais UC (B) %;Frais contrat (C) %;Frais totaux (B+C) %;Page
FR001400Q1D7;ACTIONS SECTEUR SANTE;Aesculape Sri RC;Montpensier Arbevel;4;0,3;0,5;0,8;38
FR001400A1J2;REVENUS FIXES EUR;PLUVALCA CREDIT OPPORTUNITES 2028 - ACTION A -;Montpensier Arbevel;3;1,3;0,5;1,8;38
FR001400CCI4;THEMATIQUES TECHNOLOGIE;Pluvalca Global Blockchain Equity A;Montpensier Arbevel;5;2;0,5;2,5;38
FR001400TS68;REVENUS FIXES EUR;Pluvalca Credit Opportunities 2031 A EUR;Montpensier Arbevel;3;0,35;0,5;0,85;38
LU2932856672;ACTIONS SECTEUR SANTE;Natixis International Funds (Lux) I - Thematics Health Fund R/A (EUR) Capitalisation;Natixis Investment Managers International;4;0,07;0,5;0,57;38
FR0013202108;DIVERSIFIES;NextStage Croissance;NextStage AM;6;3,27;0,5;3,77;39
FR001400ROV0;DIVERSIFIES;FCPR ODDO BHF Global Private Equity - Part A2;ODDO BHF Asset Management S.A.S.;6;2,59;0,5;3,09;39
FR001400H8R3;DIVERSIFIES EUR FLEXIBLES;Agilis I;Otea Capital;3;1,55;0,5;2,05;39
FR001400HH99;ACTIONS EUROPE ZONE EURO FLEX CAP;Agora Actions Euro I;Otea Capital;4;1,5;0,5;2;39
FR001400MUT2;ALLOCATION ASIE;Asian Convictions - I;Otea Capital;4;0,35;0,5;0,85;39
FR001400NXB2;OBLIGATIONS EURO FLEXIBLES;Altaux Sélection I;Otea Capital;2;1,25;0,5;1,75;39
FR001400UFD0;ACTIONS ETATS-UNIS GDES CAP. MIXTE;American Convictions I;Otea Capital;4;0,3;0,5;0,8;39
FR0014002MX7;IMMOBILIER - INDIRECT EUROPE;SCI PERIAL EURO CARBONE PART A;Perial Asset Management S.A.S.;3;1,22;0,5;1,72;39
SCPI00000659;IMMOBILIER - INDIRECT EUROPE;PERIAL Opportunités Europe;Perial Asset Management S.A.S.;3;1,05;0,5;1,55;39
SCPI00000669;IMMOBILIER - INDIRECT EUROPE;PERIAL Grand Paris;Perial Asset Management S.A.S.;3;0,81;0,5;1,31;39
SCPI00001959;IMMOBILIER - INDIRECT EUROPE;PERIAL O2;Perial Asset Management S.A.S.;3;0,99;0,5;1,49;39
FR0014000AM9;IMMOBILIER - INDIRECT EUROPE;OPCI PREIM ISR Vie;Praemia Reim;3;1,43;0,5;1,93;39
FR0014004GX5;IMMOBILIER - INDIRECT EUROPE;SCI Primonial Capimmo;Praemia Reim;3;2,36;0,5;2,86;39
FR0014009IF7;IMMOBILIER - INDIRECT EUROPE;SCI CAP SANTE (By Capimmo);Praemia Reim;4;2,1;0,5;2,6;39
SCPI00003719;IMMOBILIER - INDIRECT EUROPE;Patrimmo Commerce;Praemia Reim;3;1,73;0,5;2,23;39
SCPI00003829;IMMOBILIER - INDIRECT EUROPE;Primovie;Praemia Reim;3;1,16;0,5;1,66;39
SCPI00004049;IMMOBILIER - INDIRECT EUROPE;Patrimmo Croissance Impact;Praemia Reim;3;0,62;0,5;1,12;39
LU2819788964;OBLIGATIONS INTERNATIONALES FLEXIBLES;Robeco Capital Growth Funds - Robeco QI Global Dynamic Duration DH EUR;Robeco Institutional AM BV;2;0,81;0,5;1,31;39
FR0014008M99;THEMATIQUES TECHNOLOGIE;R-co Thematic Blockchain Global Equity C EUR;Rothschild & Co Asset Management Europe;6;1,7;0,5;2,2;40
FR0014011W27;REVENUS FIXES EUR;R-co Target 2032 IG C EUR;Rothschild & Co Asset Management Europe;2;0,35;0,5;0,85;40
FR0014010CE1;SECTEUR INFRASTRUCTURES;FPS Schroders Capital Europe Infrastructure Credit – Part A2;Schroder Investment Management (Europe) S.A.;3;0,3;0,5;0,8;40
FR0013533619;DIVERSIFIES;FCPR APEO;Seven2;6;1,95;0,5;2,45;40
FR0014010JA4;SECTEUR INFRASTRUCTURES;FPS Sienna Dette Privée Défense Europe – Part A;Sienna Gestion;3;0,35;0,5;0,85;40
FR0013466117;IMMOBILIER - INDIRECT EUROPE;SC SOFIDY CONVICTIONS IMMOBILIERES - PART A;Sofidy;2;2,1;0,5;2,6;40
SCPI00000419;IMMOBILIER - INDIRECT EUROPE;Efimmo;Sofidy;3;1,63;0,5;2,13;40
SCPI00000619;IMMOBILIER - INDIRECT EUROPE;Immorente;Sofidy;3;1,43;0,5;1,93;40
FR0010922963;ALLOCATION D'ACTIFS EUR MODEREE;Sunny Managers F;Sunny Asset Management;4;2,38;0,5;2,88;40
FR001400PY23;ACTIONS ETATS-UNIS GDES CAP. MIXTE;Sunny North America R;Sunny Asset Management;4;2,1;0,5;2,6;40
FR001400MCQ6;REVENUS FIXES EUR;Sycoyield 2030 RC;Sycomore AM;2;1;0,5;1,5;40
FR0014010IG3;REVENUS FIXES EUR;Sycoyield 2032 (Part RC);Sycomore AM;2;0,3;0,5;0,8;40
FR001400HLW5;SECTEUR INFRASTRUCTURES;FCPR TIKEHAU FINANCEMENT DECARBONATION - Part I;Tikehau Investment Management;3;1,61;0,5;2,11;40
DE000A2T5DZ1;MATIERES PREMIERES - OR;Xtrackers IE Physical Gold EUR Hedged ETC Securities;Xtrackers ETC plc;4;0,24;0,5;0,74;40
